Id,Sales
1,5300.415697051619
2,7672.002608394902
3,8619.019441229193
4,6480.812231767319
5,7290.396204848386
6,6011.375614152196
7,7963.325403435932
8,7707.400089168516
9,4961.961815816858
10,6230.353393930493
11,7211.779519332625
12,8193.143549907289
13,7285.597757546727
14,8553.34776634224
15,5874.831961596186
16,4572.779611622232
17,6450.692162576484
18,9409.860275996994
19,11665.639685362112
20,9447.165180120013
21,7657.462224094423
22,5413.106965479403
23,6268.909184451011
24,4406.668719197539
25,8703.729019502187
26,9839.302912744382
27,9527.331085241658
28,6291.813463974775
29,5673.771041871031
30,5377.613098704945
31,5249.256973526443
32,10393.45272310753
33,7680.422481641754
34,5864.412356868352
35,5492.613367926037
36,7714.43283811283
37,4358.96543380264
38,7399.046907245574
39,4694.951091985005
40,6321.645672666934
41,6848.440811614439
42,5880.451265445423
43,7657.475199132998
44,6769.559064596355
45,5316.1251323277265
46,7037.65976697009
47,7407.820535651295
48,10510.880529367201
49,6542.561181777593
50,8425.85911517134
51,7553.660525309913
52,9816.335240889293
53,7129.072082190635
54,9190.834766612512
55,4949.714862263397
56,5100.677026436126
57,6408.16499078463
58,6402.276084169571
59,8736.735478702927
60,7730.122903509921
61,5788.997818194109
62,8000.986008973606
63,6960.595237821173
64,9423.968220797531
65,4532.242996105511
66,12764.375961227692
67,5393.6231841606095
68,6072.453383952744
69,8322.735732867774
70,5868.79968080487
71,6679.22719358131
72,6470.166676010581
73,7806.535871402528
74,5571.527367182865
75,4947.075554059502
76,7848.095846747445
77,7955.651409549461
78,7062.777929828036
79,5278.60020862201
80,7606.832696785423
81,10410.096361161053
82,6590.392896884675
83,5163.958884575216
84,7396.028542557589
85,6446.368416328984
86,6994.436478566247
87,7128.144077311109
88,4447.305057153594
89,7919.443081543743
90,6558.333453311943
91,7984.526987183238
92,7001.879261899249
93,5150.234074128037
94,6772.797054981937
95,5363.1149759586815
96,8040.608347665007
97,9359.328802908085
98,5824.394650215794
99,5740.395455304794
100,6726.283765982081
101,6528.0857653488365
102,5471.547280652995
103,8696.523424508283
104,6795.997443421757
105,7913.393006413809
106,6215.034692673194
107,5501.088107050293
108,7090.086400838466
109,7874.886799076417
110,8207.29811216785
111,8354.155808245
112,8408.552174610082
113,6025.4581649486645
114,8234.434756596005
115,6242.049649775283
116,7426.175488614044
117,9325.321412160112
118,6760.3879597857085
119,9860.960847134149
120,8375.40641910235
121,7549.524083012131
122,6773.268512276452
123,7570.722979072876
124,8188.093294178423
125,6960.98269332577
126,4389.451213723602
127,6075.716606154413
128,8005.295019284438
129,7265.139921546322
130,5510.041625097974
131,8600.777093065508
132,6424.814282247819
133,5930.868187479484
134,6216.387340444661
135,5726.864714363161
136,7648.180159534248
137,7056.09366493317
138,6762.675320068251
139,5946.8090418364645
140,5261.847209529066
141,7337.578913159878
142,4080.1199919286296
143,6811.040564127603
144,5320.790029410908
145,9315.97326758205
146,7649.629378664253
147,6969.509830753129
148,8444.835109087608
149,5725.117718097854
150,5401.963446277918
151,11139.775829808346
152,7150.607402465866
153,8204.183083442478
154,8007.567041217807
155,5581.207302033066
156,6698.477609563443
157,5706.653404095685
158,7830.883067894703
159,11422.770689018713
160,6165.375049497692
161,3757.810395119941
162,5220.531164909364
163,8758.367648373238
164,9368.377409452753
165,6264.800175091931
166,7186.447517412588
167,5240.611519966076
168,5526.301016651978
169,3767.1034884629053
170,5500.312199743495
171,6311.722548522295
172,6650.322097734775
173,8023.396495600735
174,6729.944510928098
175,8817.891193910167
176,9253.134414331456
177,7764.648090975892
178,4560.034416587481
179,9925.877374776024
180,10421.886593356667
181,6442.155050588221
182,7985.56424883848
183,5748.073897775918
184,7375.980069024233
185,4663.628607433635
186,7085.520345745574
187,5714.849087211726
188,9540.321879220868
189,7422.4321436456685
190,8914.214173138764
191,8193.523996574084
192,5757.478298414089
193,8502.769119720224
194,18420.290179307834
195,10781.868658595442
196,5939.847284888928
197,3508.562128382184
198,7010.952799053752
199,9520.099540170602
200,6045.00543127763
201,12797.571670633937
202,21723.296814971825
203,3855.418273882872
204,5693.567892334876
205,8967.86447478577
206,5337.100950403824
207,9165.088953640772
208,7343.1884393907585
209,7840.428433059109
210,5172.912773338285
211,7449.282039721312
212,6466.549049898114
213,7385.657408866718
214,8362.878185248348
215,6628.723616825337
216,6269.689169627076
217,7033.999421701599
218,5400.661679193434
219,5621.727328036179
220,7824.681740886522
221,5405.717495653118
222,7203.6197029303585
223,7841.2783907646335
224,6388.903546019708
225,5803.172584443308
226,7484.447591680393
227,7306.2708169994985
228,8075.452257685693
229,6761.531825284674
230,7207.534017201675
231,6135.1572968021555
232,4326.005128667688
233,7043.348979632078
234,7409.4861598889665
235,5978.609007807403
236,4729.893983014252
237,9179.60005142561
238,7612.245975557854
239,8123.479455650739
240,7283.935075862447
241,5904.943411654254
242,5633.22775347733
243,4859.2662390708865
244,9751.503050998159
245,5520.203675310091
246,8158.500567626824
247,14388.359222241634
248,8118.952928086077
249,7034.494848062912
250,5819.728640986449
251,5106.50930627569
252,7756.371869941837
253,4656.052853124947
254,6633.8889333427105
255,9831.24318949684
256,6069.94327006152
257,13513.140970188364
258,13709.801776296119
259,5459.4801240626475
260,7710.547092096091
261,5895.187480149541
262,6980.660463056119
263,6189.589807917554
264,10584.146494332233
265,7461.4050816563795
266,8510.33940597694
267,5060.983232353714
268,7796.8044071134145
269,4907.439591577597
270,8786.121255885646
271,8004.517721794935
